buyer_name_clean,ocid,level1,start_date,end_date,co2_pm
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-07e41f01-1fc0-4853-9be8-6ffefe35d000,Central Government,2021-07-30,2022-06-29,0.269986800850746269
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-c1250949-3115-4c24-adef-a69b8361932a,Central Government,2021-07-30,2025-07-29,145.7336755646817248
HOMES ENGLAND,ocds-0c46vo-0001-d147bad6-abac-4eb6-b3ca-502885078c8a,Central Government,2021-07-30,2022-05-31,2.7335269607843137
MINISTRY OF DEFENCE,ocds-0c46vo-0001-cb23191a-e60b-46c0-a6e4-fcdb9e92f3b4,Central Government,2021-07-31,2021-10-31,13602.8061258064515505
NATIONAL INSTITUTE FOR HEALTH AND CLINICAL EXCELLENCE,ocds-0c46vo-0001-790dda5b-7334-4ec9-b5db-935b87acee4b,Central Government,2021-07-31,2022-07-30,0.04533251634608219173
HOMES ENGLAND,ocds-0c46vo-0001-205397b8-f11a-4354-88b0-194ab53eaa0b,Central Government,2021-07-31,2022-10-06,0.02458624711316397231
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-21422eab-eb50-4736-a30a-59e5ed74b23d,NHS,2021-07-31,2021-09-30,0.11868400103225806397
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-cebbd2f2-e4d7-4101-a453-fc7af74ec34d,Central Government,2021-07-31,2022-07-30,0.29039251823802739694
DRIVER AND VEHICLE STANDARDS AGENCY,ocds-0c46vo-0001-26da0ad6-bfd6-4f49-8ca1-07355d3e189e,Central Government,2021-07-31,2022-07-30,0.01134968743799999999
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-6a856585-4f46-4bea-9788-564ae3b7dd18,NHS,2021-07-31,2022-07-30,0.08922256444471232867
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-c3ccee82-b3ba-43dd-8d5d-7c3b49d207b2,Central Government,2021-08-01,2022-07-31,6.3105044156136986
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-85273cd2-9d4a-454f-b54c-6fa4904b9585,Central Government,2021-08-01,2021-10-31,11.116523595521739
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-20e96776-ed53-4c25-a7ff-3257e7bf138b,Central Government,2021-08-01,2022-07-31,0.11120332186652054782
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-9612fa0e-5510-4d09-90dc-47c2fab11db0,Central Government,2021-08-01,2023-07-31,71.000077808219178
NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,ocds-0c46vo-0001-b11b7397-f35e-407b-9097-3a06bc4a5992,NHS,2021-08-01,2024-07-31,0.00234330700839416058
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-6d266643-637a-4228-9407-625948c83df1,Central Government,2021-08-01,2022-07-31,0.4968822111945205474
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-31db0b83-aba2-4a4d-866d-3e5cb4b3c778,Central Government,2021-08-01,2023-07-31,0.30000032876712328734
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-28722079-1f88-42f7-9009-072ff7931c33,Central Government,2021-08-01,2023-07-31,3.9583376712328767
MINISTRY OF DEFENCE,ocds-0c46vo-0001-c8115e51-712f-4402-bad1-9f4b1a5e0ab3,Central Government,2021-08-01,2025-07-31,19.1147086957207392
"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",ocds-0c46vo-0001-248f117b-a913-4831-85c9-43629424d0ef,NHS,2021-08-01,2022-07-31,1.9800021698630137
MINISTRY OF DEFENCE,ocds-0c46vo-0001-ed1f7bb8-d491-43d4-bdba-b4729c08e887,Central Government,2021-08-01,2023-07-31,1.874918721369863
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-0598f97c-fe10-4465-8651-9656032cdf7d,NHS,2021-08-01,2024-07-31,0.00805340412673357664
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-b9b3d071-e2f0-48fc-b589-243b82ed152a,Central Government,2021-08-01,2021-12-31,0.43073426833333333605
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-214f7705-a444-46c8-b59a-e1f9d17ab5b5,Central Government,2021-08-01,2024-07-31,0.07068219424817518245
PARTNERS PROCUREMENT SERVICE,ocds-0c46vo-0001-ea048b9e-32fd-4e92-83e9-0f7044f93eb7,NHS,2021-08-01,2028-07-31,0.07252604578216660145
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-afd29bc1-04e6-4f7a-afd5-d6b5d61633a1,Central Government,2021-08-01,2024-07-31,1.6785800025547445
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-88a6583e-9f24-45e8-9297-71cde364f1e1,Central Government,2021-08-01,2022-07-31,0.03094640058049315065
MINISTRY OF JUSTICE,ocds-0c46vo-0001-ae378fcb-e697-478b-af0a-0e77d3cfe47e,Central Government,2021-08-01,2023-07-31,0.6412507027397260267
MINISTRY OF JUSTICE,ocds-0c46vo-0001-7b51e178-79a8-4510-b8d9-9933ea36d2fd,Central Government,2021-08-01,2022-07-31,0.10000010958904109578
HOMES ENGLAND,ocds-0c46vo-0001-4cfda214-c7b2-4bd2-97ed-d5d1771bf16b,Central Government,2021-08-01,2025-02-07,0.08489936719207459201
MINISTRY OF DEFENCE,ocds-0c46vo-0001-dc84358c-1efd-405e-9900-007b018f1dfc,Central Government,2021-08-01,2026-07-31,0.96097549178641840018
"THE QUEEN ELIZABETH HOSPITAL, KINGS LYNN, NHS FOUNDATION TRUST",ocds-0c46vo-0001-248f117b-a913-4831-85c9-43629424d0ef,NHS,2021-08-01,2022-07-31,1.9800021698630137
WEST SUFFOLK NHS FOUNDATION TRUST,ocds-0c46vo-0001-87654ada-f432-4e70-8f2a-0dc35dee24c6,NHS,2021-08-01,2024-07-31,3.496810401459854
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-72fd184c-b7f1-4b50-ab04-d056ea4f42cc,Central Government,2021-08-01,2023-07-31,0.01625001780821917806
DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-fc58ef4e-e68e-4396-b72c-10d0c95bfc6c,NHS,2021-08-01,2026-07-31,0.01357924087623220152
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-3ab0d376-6c95-4d04-b756-592d95b53f71,Central Government,2021-08-01,2022-03-31,0.0817120237037037032
HOME OFFICE,ocds-0c46vo-0001-f1bcf1db-e7d7-47eb-9487-1e88d54549e0,Central Government,2021-08-01,2022-07-31,1.2000013150684931
MINISTRY OF DEFENCE,ocds-0c46vo-0001-dbdf2322-a6f1-403d-a8f5-ff2117d267e2,Central Government,2021-08-01,2022-03-31,0.26773455266666666501
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-ee3e4353-3444-4bf6-a253-789d1d6df745,Central Government,2021-08-01,2023-07-31,1.3900015232876712
MINISTRY OF DEFENCE,ocds-0c46vo-0001-5dac2b5a-209e-4b14-a2aa-ca849447fff1,Central Government,2021-08-01,2023-07-31,1.5858350712328767
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-a0ad4ca8-9cd3-41e3-83e7-5913263fed1e,Central Government,2021-08-01,2022-01-31,0.79530033034728261226
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-79c94372-649b-434d-85e2-0aed3c5d935e,Central Government,2021-08-01,2024-07-31,0.01248860857664233576
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-0963a22c-a965-4adb-b213-d73ff463ea92,Central Government,2021-08-01,2026-07-31,0.21538221851040525724
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-d8282b28-79e0-4ffb-a51d-233e916db7cf,Central Government,2021-08-01,2023-07-31,0.09166676712328767113
NHS DIGITAL,ocds-0c46vo-0001-727af1d1-909c-4215-96e9-239f6d41b951,Central Government,2021-08-01,2022-07-31,0.40000043835616438312
COMPETITION AND MARKETS AUTHORITY,ocds-0c46vo-0001-b3119d7d-6d0c-4672-a1dc-c71775c6e790,Central Government,2021-08-01,2023-07-31,0.18904770717534246555
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-cc0bc4e8-94fa-4135-ac5f-0c5ccc07fc78,Central Government,2021-08-01,2023-07-31,0.03333336986301369859
DEPARTMENT FOR INTERNATIONAL TRADE,ocds-0c46vo-0001-5f04f019-0df9-4d0f-bdd2-8649d7e1d91b,Central Government,2021-08-01,2024-08-01,0.13002931296262534186
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-0689e430-5a1f-430e-b0cd-0e9e9a77dc04,Central Government,2021-08-01,2023-07-31,0.02295835849315068491
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-0899e036-ebd4-4d31-98b9-3df9fd62813c,Central Government,2021-08-01,2022-07-31,180.423765224457534
SHROPSHIRE HEALTHCARE PROCUREMENT SERVICE,ocds-0c46vo-0001-a772d1e5-0579-4e14-b5d6-403ef30984c5,NHS,2021-08-01,2023-07-31,0.09395843630136986291
HEALTH EDUCATION ENGLAND,ocds-0c46vo-0001-a88cb9b2-817a-4aef-9a58-8600fe553738,Central Government,2021-08-01,2023-07-31,0.01677001837808219176
MINISTRY OF DEFENCE,ocds-0c46vo-0001-35d0306c-a58c-4c63-ac0d-7c0d8249efb7,Central Government,2021-08-01,2024-07-31,0.44403941605839416037
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-7dfa78a1-2365-4247-afc7-81b97bf8561e,Central Government,2021-08-01,2022-07-31,0.2563718642884931504
MINISTRY OF DEFENCE,ocds-0c46vo-0001-1e3836c7-f156-47d7-a2ce-280131a312ce,Central Government,2021-08-01,2023-07-31,1.5353866826136986
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-5f79f303-8429-4d76-b009-0c8069abd6fe,NHS,2021-08-01,2022-07-31,0.04446004872328767118
VALUATION OFFICE AGENCY,ocds-0c46vo-0001-a5fcde95-a1c5-4a30-b23d-aecd7f19003a,Central Government,2021-08-01,2022-07-31,0.05261475765994520542
VALUATION OFFICE AGENCY,ocds-0c46vo-0001-47b4ce75-f525-45cc-a978-3ba388741688,Central Government,2021-08-01,2022-07-31,0.02999753287397260271
MINISTRY OF HOUSING COMMUNITIES AND LOCAL GOVERNMENT,ocds-0c46vo-0001-e95a3af5-3a78-4838-a4a9-5c2990dafabf,Central Government,2021-08-01,2022-07-31,0.02651586239178082189
MINISTRY OF DEFENCE,ocds-0c46vo-0001-2bc079f0-d5ff-428d-9f7a-2cc8169e632c,Central Government,2021-08-01,2022-07-31,65.2902615508931506
MINISTRY OF JUSTICE,ocds-0c46vo-0001-2747bdd7-e73e-4277-84b3-913b77c69d0c,Central Government,2021-08-01,2022-07-31,0.10000010958904109578
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-d9ab6fb2-df9a-4f88-975a-ae25446b2daa,NHS,2021-08-01,2022-07-31,0.03682512368958904106
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-e54087c0-10f6-41b8-a9d8-240c13fb5bb0,Central Government,2021-08-01,2024-01-31,0.00345499767761487965
MINISTRY OF DEFENCE,ocds-0c46vo-0001-e00edd57-4bc5-4d71-ba46-421bb8fc8594,Central Government,2021-08-01,2023-07-31,3.1306700975342466
CARE QUALITY COMMISSION,ocds-0c46vo-0001-edd1d718-68ef-4def-ac66-73d809698488,Central Government,2021-08-01,2021-09-30,0.32311510819672130635
GAMBLING COMMISSION,ocds-0c46vo-0001-f5f1775e-7905-400b-a4a5-04aa4f1c98de,Central Government,2021-08-01,2023-07-31,0.01166667945205479451
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-9fa8c357-bccf-4e9f-8edf-4ac03d6bb163,Central Government,2021-08-01,2026-07-31,0.16657557502738225618
MINISTRY OF JUSTICE,ocds-0c46vo-0001-bd7cc43d-c419-4185-ad2e-4d2e2acee720,Central Government,2021-08-01,2023-07-31,0.33901287152054794483
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-72f97c0d-5989-4a3c-b69f-9e43a4f63615,Central Government,2021-08-01,2023-07-31,3.1186321260086301
NHS DIGITAL,ocds-0c46vo-0001-e40a1a0f-cb99-4fb1-b98f-723c95c1ccd2,Central Government,2021-08-01,2022-07-31,0.40000043835616438312
HOMES ENGLAND,ocds-0c46vo-0001-fc67bc47-0ed7-40d0-b563-2efff9d63161,Central Government,2021-08-01,2022-12-31,0.10158473166023166034
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-3e2cb0e4-dba1-4256-bfe0-4b579da86623,Central Government,2021-08-01,2022-07-31,0.02830836435616438353
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-68197565-3d4f-4306-9dcc-8abad6a53c75,Central Government,2021-08-01,2022-03-31,0.15020592592592592499
UK RESEARCH AND INNOVATION,ocds-0c46vo-0001-f75eed76-7674-4cff-aeb3-d6eb34c5121e,Central Government,2021-08-01,2025-07-29,0.1435359694996572996
HOME OFFICE,ocds-0c46vo-0001-e05c8881-84bb-491c-94d1-3f7c14c2d3bf,Central Government,2021-08-01,2022-07-31,0.04017727736317808215
MINISTRY OF DEFENCE,ocds-0c46vo-0001-3f94d675-863e-43d3-a01f-63a8de4163b1,Central Government,2021-08-01,2023-07-31,1.445501584109589
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-facbae71-df20-4a6f-8445-1a9f3f01b918,Central Government,2021-08-01,2023-07-31,7.5769958035479452
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-2faf677e-d2e0-43ed-a209-483536323cc7,Central Government,2021-08-01,2023-07-31,1.0114302750821918
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-57ef4d9b-88d4-4c90-8279-4734380df474,Central Government,2021-08-02,2023-03-31,0.30363884181548599693
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-36af7919-8b70-490d-b1f1-ae08a21f3383,Central Government,2021-08-02,2021-10-31,1.8209910065934066
CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,ocds-0c46vo-0001-ea7d5e66-e817-45f5-b274-2a13f1792613,NHS,2021-08-02,2025-08-02,0.09362185362517099862
HOME OFFICE,ocds-0c46vo-0001-d96e0086-a27c-4ccb-b05a-5dde5e45d6e2,Central Government,2021-08-02,2024-08-01,0.20814347627737226268
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-5782ce06-c1e4-4012-a7a5-f6acd985cbfb,NHS,2021-08-02,2021-09-30,8.3645925000000002
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b6bdbbe0-ad4a-493f-9f1c-ff292f9782db,Central Government,2021-08-02,2022-09-23,0.21176135646889952116
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-285e665d-1221-4465-bf5b-9644982bd822,Central Government,2021-08-02,2022-01-31,0.67134144609836065626
MINISTRY OF JUSTICE,ocds-0c46vo-0001-44e4b134-eb29-4790-b206-ac56cdfd3ee0,Central Government,2021-08-02,2022-08-01,0.14125015479452054779
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-db1a056d-5b89-4a7a-9c36-73b21b32aa33,Central Government,2021-08-02,2022-09-23,1.5724029492559809
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b5bcf6fc-4ae5-469b-954e-7c1b8922eb26,Central Government,2021-08-02,2022-09-23,3.9872800873205742
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0b5e4a53-98c0-4b02-a80a-1de04dfcef07,Central Government,2021-08-02,2022-03-31,0.27932394660396694313
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-19824b4e-da96-445f-ac0b-bd8cbbf58f66,Central Government,2021-08-02,2021-12-14,0.00622562256333333337
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b58d018c-9f40-469b-a877-b1a8d04ccfcb,Central Government,2021-08-02,2022-09-23,2.2933682429425837
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-dab574fc-ed0b-4c5b-aae1-0e9680819716,Central Government,2021-08-02,2021-11-16,0.73625470093457943925
MINISTRY OF JUSTICE,ocds-0c46vo-0001-e00b7dda-bf67-4069-9089-d265c2ce487f,Central Government,2021-08-02,2022-08-01,0.16250017808219178064
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-d187ca7d-2a8a-4922-b323-f3c3866d0251,Central Government,2021-08-02,2022-09-23,0.28815821052631578896
DRIVER AND VEHICLE STANDARDS AGENCY,ocds-0c46vo-0001-5de5624d-1791-4a4d-a832-4ebe77f05e4c,Central Government,2021-08-02,2022-05-31,1.7065475247524752
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-46984869-64e3-415e-8ba3-3a5f9b725147,Central Government,2021-08-02,2023-07-31,1.4186115226337449
OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),ocds-0c46vo-0001-8aebd360-5fda-4f96-a87a-28c4d20e0135,Central Government,2021-08-02,2022-01-01,0.15490648784313725588
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-76ce75e7-8f8e-4a9f-866b-1f0507a7fc7c,Central Government,2021-08-02,2022-09-23,2.1682355400215311
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-670ac534-7ef3-4ba8-8bb4-6a10daf998ff,Central Government,2021-08-02,2022-09-30,10.1627562352941177
MINISTRY OF DEFENCE,ocds-0c46vo-0001-37fdd386-68f7-4c5b-9c59-15e83ca43675,Central Government,2021-08-02,2026-07-31,0.66630723019890410997
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-42df8400-300b-499d-a912-a81bff9536af,Central Government,2021-08-02,2022-09-23,1.4000908884114833
HOMES ENGLAND,ocds-0c46vo-0001-f93b5d3b-67c4-46b3-a942-7ded1ec62cef,Central Government,2021-08-02,2024-06-30,0.13050022133458646604
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-fc39800d-cb20-4dc9-8a1d-6ade0c481ebb,Central Government,2021-08-02,2022-01-31,0.26427624590163934447
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-3abf4f47-d606-45c1-815b-20e3f9fef675,Central Government,2021-08-02,2022-09-23,0.12006592105263157873
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-22ff291b-1534-40c7-aed9-39ce33f231ee,Central Government,2021-08-02,2022-09-23,0.53600483381339712824
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-8ead7f59-407c-491d-b724-efc05dfd9b5c,Central Government,2021-08-02,2022-09-23,1.880775894854067
MINISTRY OF JUSTICE,ocds-0c46vo-0001-4aea981d-05eb-4068-8f3b-e658b1faa7f8,Central Government,2021-08-02,2023-08-01,0.13662639972739726012
MINISTRY OF DEFENCE,ocds-0c46vo-0001-6afc0c69-6f04-480c-bb14-87ec3081e3f2,Central Government,2021-08-02,2022-08-01,2.1924539443532877
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-d28e9e96-9061-4201-bebf-c7fa7825ec71,Central Government,2021-08-02,2022-09-23,2.629705633062201
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-63149255-bef1-42ff-ac19-70a98a067705,Central Government,2021-08-02,2022-09-23,1.1083940077392344
HIGHWAYS ENGLAND,ocds-0c46vo-0001-8e88efdb-827d-4b97-aa59-72c66fef7f51,Central Government,2021-08-02,2022-03-31,0.24850908948719008352
MINISTRY OF DEFENCE,ocds-0c46vo-0001-d5a8dd79-113f-4e07-a4b1-2d03b7afdd27,Central Government,2021-08-02,2023-08-01,0.0511875560958904109
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-4b2109ac-1a28-43c2-b71a-9f6875cf370c,Central Government,2021-08-02,2022-09-23,3.6060467747942584
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-8b673cc5-5d54-4ae2-85af-7e293a989a03,Central Government,2021-08-02,2022-02-25,7.4303552582307692
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-ea266c06-e178-4ef7-ade7-b783818bca4e,Central Government,2021-08-02,2022-08-01,0.16666684931506849297
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-4e10ce51-f40f-4bd4-b397-6018aebf0adf,Central Government,2021-08-02,2021-10-08,0.20229342022058823758
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-eca79655-33c7-4186-93a9-8285e136263c,Central Government,2021-08-02,2022-09-23,2.7722129662679426
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-ee4d250b-8b9f-4a6e-a4ac-de64295c6914,Central Government,2021-08-02,2021-12-09,9.4717785130326923
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-a64394e8-f359-49b2-bb72-307540dbc5b5,Central Government,2021-08-02,2022-09-23,0.80444167105263157752
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-4914b4b3-8653-4d66-8eba-7bf7f7d48bed,Central Government,2021-08-02,2022-06-30,0.07855363963963963942
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-ae1ce8ef-3e18-457c-b268-48826ad70fa2,Central Government,2021-08-02,2025-08-01,0.00024982915811088296
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-f91173e5-fdbc-4975-88a5-2b87528a7792,Central Government,2021-08-02,2022-08-01,0.0166666849315068493
MINISTRY OF JUSTICE,ocds-0c46vo-0001-fdf47b96-54e6-45c5-80b1-bc9c5f7436a3,Central Government,2021-08-02,2022-03-31,0.03469012066115702492
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-3dbfacde-b328-4172-9157-d9cebf21381d,Central Government,2021-08-02,2022-09-23,1.5825781649523445
MINISTRY OF JUSTICE,ocds-0c46vo-0001-f483d157-423a-4682-a92d-210dae604eaf,Central Government,2021-08-02,2022-08-01,0.11250012328767123275
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-74c3149b-bb61-472b-88f0-e169d259d3af,Central Government,2021-08-02,2022-09-23,0.99356296084449760589
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-d3aadd12-93b7-40e4-8b30-d1c54ef48152,Central Government,2021-08-02,2022-09-23,2.6582594921052632
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-d2f23e39-7f4b-4189-8522-0ae748f20bad,Central Government,2021-08-02,2022-09-23,4.4574429530454545
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-1b307a01-78eb-4529-afb0-215bcd36c455,Central Government,2021-08-02,2022-09-23,2.2904168043014354
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b4d8709d-048b-4ef0-a5f0-d8ae4b0d7808,Central Government,2021-08-02,2024-08-01,0.04995443430656934304
HOMES ENGLAND,ocds-0c46vo-0001-0cf874f6-fa2d-4d24-b250-344cc1307f8c,Central Government,2021-08-02,2024-05-31,0.0202385779497098646
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-34fb581f-fd4c-4837-82af-cfe06209d9ea,Central Government,2021-08-02,2022-09-23,0.85597178135167463963
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-271ccdf8-3cae-41a9-9008-5a47d3e47ff4,NHS,2021-08-02,2024-07-28,0.11958760129285714283
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-64ce4158-89cb-449b-b72f-44ca7aafb962,Central Government,2021-08-02,2022-09-23,0.54230065411004784593
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-e3fed2a2-3c0e-439a-b87f-251009065395,Central Government,2021-08-02,2021-09-30,1.00679277000000002337
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-6c19ee22-0b05-49b9-acb4-4bb46b4989b8,Central Government,2021-08-02,2021-09-30,0.20376816497400000473
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-d2c20374-606e-452e-8767-f203049d63ed,Central Government,2021-08-02,2023-08-01,0.90000098630136986203
MINISTRY OF JUSTICE,ocds-0c46vo-0001-35260743-a1a6-4b02-8c38-357625c58fbc,Central Government,2021-08-02,2022-03-31,0.13140768533057851286
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-8dcbc065-4526-479d-8b07-06b8a4d0127f,Central Government,2021-08-02,2022-09-23,0.29121443397129186551
MINISTRY OF DEFENCE,ocds-0c46vo-0001-56759a93-77a7-4525-a21e-78422f7ab634,Central Government,2021-08-02,2024-08-01,0.04579156478102189779
HOMES ENGLAND,ocds-0c46vo-0001-54148a3c-89c7-41b6-a935-0283cb6e3f22,Central Government,2021-08-03,2022-01-09,0.27375029999999999942
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-b9644cec-9a69-4d9b-9fae-362ae2fc80a4,Central Government,2021-08-03,2022-03-31,9.3492277768381743
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-83d89935-58f3-4b29-bc3d-3803da19feec,Central Government,2021-08-03,2022-03-31,1.5273600763070539
HOMES ENGLAND,ocds-0c46vo-0001-4c041c84-f787-4106-8124-9102a6689a35,Central Government,2021-08-03,2021-10-09,0.11707745673529411897
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-05bedeeb-8081-4101-90e7-a588a897eadc,Central Government,2021-08-03,2022-02-02,2.4283767554347826
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-f5f50d0a-c67d-4511-b44d-19f6e7e77079,Central Government,2021-08-03,2022-02-02,5.3714275320963587
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-6ac7c37c-665c-491a-8561-4ddb9c5c9ebb,Central Government,2021-08-03,2022-03-31,2.8888241893443983
NDA SHARED SERVICES ALLIANCE,ocds-0c46vo-0001-697d3e69-8ee3-4e7d-97bd-92d381eab716,Central Government,2021-08-03,2021-12-03,2.2288912637560975
MINISTRY OF DEFENCE,ocds-0c46vo-0001-1f7a8019-72e9-41fd-8b3f-cfc1c6574860,Central Government,2021-08-03,2026-08-02,0.17433186684249726165
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-6f2b7f00-a7ef-461c-8858-232a4060e658,Central Government,2021-08-03,2023-08-02,2.5000027397260274
STUDENT LOANS COMPANY LIMITED,ocds-0c46vo-0001-a3181f02-43cf-45cc-b0f2-3cb6aa31baf9,Central Government,2021-08-04,2022-08-03,0.26080733581594520519
MET OFFICE,ocds-0c46vo-0001-a26fce7e-7875-4478-8917-8a4630001bec,Central Government,2021-08-04,2021-09-30,0.1887933103448275863
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-30715024-2a73-486c-bf1d-d2e756591597,Central Government,2021-08-04,2021-11-30,2.3196031022521008
HM TREASURY,ocds-0c46vo-0001-d918dcf0-c54f-4a4d-8fc5-7b96554db355,Central Government,2021-08-04,2022-05-03,0.37400062353846153943
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c53b2207-2f29-47c1-b786-6c4f4ec22bea,Central Government,2021-08-04,2023-08-31,0.80476423802303430085
