buyer_name_clean,ocid,start_date,end_date,co2_pm
SUFFOLK SOURCING,ocds-0c46vo-0001-a770f138-ccc1-45e5-a43d-182e8a680b0e,2020-09-18,2022-07-31,1.2546151781497799
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-9a6b5dcd-d843-42eb-a31f-265982ee17d0,2020-09-20,2021-07-31,0.44834603273885354
DERBY CITY COUNCIL,ocds-0c46vo-0001-add85253-87fe-4a46-a1a9-7b7d67d5de60,2020-09-21,2025-07-31,0.46664087215332584
SUFFOLK SOURCING,ocds-0c46vo-0001-18a8173e-d175-46f5-888d-f49f9ba18557,2020-09-21,2021-07-30,1.8671174307692309
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-0ecfa7dd-f6a8-4e51-9d62-0d8cf6163ced,2020-09-21,2021-08-31,3.8387431603255813
SUFFOLK SOURCING,ocds-0c46vo-0001-2712fabc-a169-42a9-8b8a-0f1e814222fb,2020-09-21,2021-07-31,1.2066470092523962
DERBY CITY COUNCIL,ocds-0c46vo-0001-8c89b2fd-7aa4-4b31-ad1d-89b9c226760c,2020-09-21,2025-07-31,1.1219544426155583
DERBY CITY COUNCIL,ocds-0c46vo-0001-027b5962-ac5a-4f8c-8137-346fe94dd4fd,2020-09-21,2025-07-31,1.053542586358512
SUFFOLK SOURCING,ocds-0c46vo-0001-3f5280dd-63f6-4efa-9a28-25c754188fbd,2020-09-21,2021-07-30,2.069388485769231
DERBY CITY COUNCIL,ocds-0c46vo-0001-d2bd359a-05ac-4fac-ac6f-d22f3aec099d,2020-09-21,2025-07-31,0.4378358800450959
DERBY CITY COUNCIL,ocds-0c46vo-0001-ce32fd33-ae04-4755-95f7-d0486ba22983,2020-09-21,2025-07-31,0.8756717600901918
SUFFOLK SOURCING,ocds-0c46vo-0001-e5474ef0-cab0-48da-86c9-386eb74a921c,2020-09-21,2022-07-31,1.2630305876814159
CASTLE POINT BOROUGH COUNCIL,ocds-0c46vo-0001-c976daff-486b-4786-8fab-dc6da176d8e7,2020-09-21,2023-09-21,1.991552182520548
SUFFOLK SOURCING,ocds-0c46vo-0001-b338ec9d-aecf-42a2-b5d6-a4609ac68d28,2020-09-21,2021-07-31,2.016248215974441
SUFFOLK SOURCING,ocds-0c46vo-0001-e6094eef-72a2-40fa-b1e8-361c130de958,2020-09-21,2021-07-30,1.5870498161538462
DERBY CITY COUNCIL,ocds-0c46vo-0001-2bcd67c7-a795-4e2b-9ca6-f1cb8ccebb6b,2020-09-21,2025-07-31,0.615706706313416
DERBY CITY COUNCIL,ocds-0c46vo-0001-b5277ddd-5235-48dd-ab3b-d6b71caf7abe,2020-09-21,2025-07-31,0.7525304188275085
DERBY CITY COUNCIL,ocds-0c46vo-0001-baea8d1a-fe7c-470b-b352-49062f37e199,2020-09-21,2025-07-31,1.6911410866741827
DERBY CITY COUNCIL,ocds-0c46vo-0001-9732dd80-184b-4a12-ad61-eee462569d8b,2020-09-21,2025-07-31,1.2998252688838783
SUFFOLK SOURCING,ocds-0c46vo-0001-531d6672-c086-4f79-96f9-f0da8a2a2352,2020-09-21,2021-07-31,0.4575332490095846
DERBY CITY COUNCIL,ocds-0c46vo-0001-472f8dfb-ea1c-4d27-ad47-b71a8ed1c040,2020-09-21,2025-07-31,2.375259649244645
SUFFOLK SOURCING,ocds-0c46vo-0001-32ecdbbe-9e0f-4039-97a7-c049cba83717,2020-09-21,2021-07-31,1.197341248255591
DERBY CITY COUNCIL,ocds-0c46vo-0001-4c90657b-bf42-450c-8350-ec37986bfb0c,2020-09-21,2021-07-31,4.265140456869009
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c61b790d-9369-4ae9-805d-2672398784db,2020-09-21,2025-07-31,2.4658513494250283
DERBY CITY COUNCIL,ocds-0c46vo-0001-74244a99-e7ad-4926-a547-6012fa3612db,2020-09-21,2025-07-31,0.6676997170687712
SUFFOLK SOURCING,ocds-0c46vo-0001-c282954c-2e95-4ce7-8a13-4137b9ba379a,2020-09-21,2021-07-30,0.5601352292307692
DERBY CITY COUNCIL,ocds-0c46vo-0001-4cb4a4a1-860b-47ce-9dae-a200425f231f,2020-09-21,2025-07-31,0.7525304188275085
DERBY CITY COUNCIL,ocds-0c46vo-0001-255507cd-d2f1-4706-bebc-b622b4993595,2020-09-21,2025-07-31,1.053542586358512
SUFFOLK SOURCING,ocds-0c46vo-0001-573d8e32-5527-405d-aec4-308d3dd26779,2020-09-22,2021-07-31,1.13069519745
SUFFOLK SOURCING,ocds-0c46vo-0001-2118acd0-f961-4d73-9d41-b0d2d65d89c0,2020-09-22,2022-07-31,0.5350496653802659
SUFFOLK SOURCING,ocds-0c46vo-0001-d1768ccc-ed2a-41ef-be1d-e32bc423861c,2020-09-22,2021-07-31,0.6498878916923078
SUFFOLK SOURCING,ocds-0c46vo-0001-28c50b2f-927e-4d50-919c-e2ca1154129b,2020-09-22,2022-07-31,0.5648077112857313
SUFFOLK SOURCING,ocds-0c46vo-0001-55f8dcda-9adb-4181-8a83-8dca5e6acae7,2020-09-23,2021-07-31,0.18138055247073956
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-a6fe837f-3416-4d37-ad7e-8c0baaaf7f03,2020-09-24,2022-08-31,1.5190685910764872
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-ad2895fa-cba6-4e57-9584-b5999dc921e8,2020-09-25,2021-08-31,1.2775013999999998
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-5d985eeb-cde2-4322-978c-147ba2780e3a,2020-09-25,2021-08-31,2.5129204009411765
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-cc656b6f-f8c8-4bcd-91ee-6b9d68e52d89,2020-09-28,2023-08-31,1.833998729634489
SUFFOLK SOURCING,ocds-0c46vo-0001-051f7c87-6610-416b-81a9-e289e6524a00,2020-09-28,2023-07-31,0.8486949841297297
SUFFOLK SOURCING,ocds-0c46vo-0001-1d2c654a-e532-4f34-bacc-6a354e1100fe,2020-09-28,2021-07-31,0.8804806838635293
DERBY CITY COUNCIL,ocds-0c46vo-0001-1b7e8965-2c99-489c-bb65-349c28580b36,2020-09-28,2025-07-31,0.5219898193548387
SUFFOLK SOURCING,ocds-0c46vo-0001-291c4ef8-e99e-4aed-a99d-5e3fbc05e06d,2020-09-28,2021-07-31,1.3167449070588235
DERBY CITY COUNCIL,ocds-0c46vo-0001-b2dc0d46-8d52-4efd-8dad-c5f2d37c8bc6,2020-09-28,2025-07-31,0.4395703741935484
SUFFOLK SOURCING,ocds-0c46vo-0001-ccf86b30-34f0-48b1-adbe-8fe18b08184e,2020-09-28,2021-07-30,0.40952925207737706
SUFFOLK SOURCING,ocds-0c46vo-0001-3bbd9c16-7d40-4638-91ab-be501d8504bf,2020-09-28,2021-07-30,1.3871152086491805
SUFFOLK SOURCING,ocds-0c46vo-0001-85ce13bf-f775-44ec-9d9d-94c137212274,2020-09-28,2023-07-28,0.8844081594360117
DERBY CITY COUNCIL,ocds-0c46vo-0001-44ce5dd2-7f09-4198-85fd-356633b4fc7b,2020-09-28,2025-07-31,1.414867141935484
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-98427201-d165-4186-ab9f-589416761dde,2020-09-28,2025-07-31,1.3736574193548385
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-e45b3cd4-e0d1-4966-8945-981e970b4d85,2020-09-29,2021-07-31,2.680658675409836
SUFFOLK SOURCING,ocds-0c46vo-0001-8ccd00c3-fbfd-469c-b287-1825626385fe,2020-09-30,2021-07-30,1.0894599398019802
SUFFOLK SOURCING,ocds-0c46vo-0001-c47d42f2-e81e-4780-851a-8855cbda504a,2020-09-30,2023-07-28,0.17798283326479145
SUFFOLK SOURCING,ocds-0c46vo-0001-0fc6062c-87d9-4835-9bd5-09b81607cf37,2020-09-30,2025-07-31,0.6628998916206459
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-94e660a3-306f-4ab3-bd41-eb3ae844dc1d,2020-09-30,2021-08-31,0.8249226950686567
SUFFOLK SOURCING,ocds-0c46vo-0001-33b0d05e-bbaf-4fa9-b364-d5bb41536e30,2020-09-30,2022-07-31,1.7383723467675336
HARBOROUGH DISTRICT COUNCIL,ocds-0c46vo-0001-857d684c-da59-4e27-8643-77338879ab64,2020-10-01,2024-09-30,42.28129633561644
SUFFOLK SOURCING,ocds-0c46vo-0001-3ab040df-3161-4629-9ac0-844fa32bdf4b,2020-10-01,2021-07-31,1.1303146875445544
UTTLESFORD DISTRICT COUNCIL,ocds-0c46vo-0001-fb194338-7fee-4472-b24f-5f9c343d422e,2020-10-01,2024-09-30,68.43427849430407
CHICHESTER DISTRICT COUNCIL,ocds-0c46vo-0001-70df375c-17ea-4a42-923b-841763106117,2020-10-01,2024-09-30,96.58927251780823
FCO SERVICES,ocds-0c46vo-0001-5353f4e2-c1cc-4519-80d6-223c542e6796,2020-10-01,2024-09-30,5.600006136986302
RUNNYMEDE BOROUGH COUNCIL,ocds-0c46vo-0001-2181bf48-fa2f-4cec-82eb-5facf5290678,2020-10-01,2024-09-30,2.812503082191781
LANCASHIRE COUNTY COUNCIL,ocds-0c46vo-0001-6072f8fb-5c68-4efa-9e1e-751a53e0f905,2020-10-01,2022-07-15,0.00003918715950920245
BLACKBURN WITH DARWEN BOROUGH COUNCIL,ocds-0c46vo-0001-5eaebf45-7f16-41a0-9fb9-ffad7c6285d6,2020-10-01,2025-09-30,2.7940983953556167
CORBY BOROUGH COUNCIL,ocds-0c46vo-0001-71a685a6-49f5-4451-b365-95ae2646f0dd,2020-10-01,2021-09-30,1528.3042184418462
EAST RIDING OF YORKSHIRE COUNCIL,ocds-0c46vo-0001-eb72748b-6d58-47bc-aaee-75e576193233,2020-10-01,2024-09-30,948.9802066438357
SUFFOLK SOURCING,ocds-0c46vo-0001-974a6a6d-2b1e-466b-a556-41401ab8b2d2,2020-10-02,2022-07-31,1.080167463354063
SUFFOLK SOURCING,ocds-0c46vo-0001-92339ef3-41f1-4545-be46-88994e768b6d,2020-10-02,2022-07-31,1.7154817420468966
SUFFOLK SOURCING,ocds-0c46vo-0001-5e2fd674-1203-470b-92e6-458655c1a4b9,2020-10-02,2021-07-31,0.9339296658675498
SUFFOLK SOURCING,ocds-0c46vo-0001-7cbc91d9-80cb-4f61-aefc-7d0d05285e06,2020-10-02,2022-07-31,0.865732245598201
SUFFOLK SOURCING,ocds-0c46vo-0001-dc31d12f-340e-4baf-bd2e-9ff608f99a7b,2020-10-04,2022-09-25,0.8477541814718447
DERBY CITY COUNCIL,ocds-0c46vo-0001-b7073f53-8694-429b-84c6-1e5934d25e3f,2020-10-05,2025-07-31,0.5516483318181818
SUFFOLK SOURCING,ocds-0c46vo-0001-990f9b96-801a-4306-9fab-efa5f0840c04,2020-10-05,2021-07-29,1.5376230520678786
SUFFOLK SOURCING,ocds-0c46vo-0001-7ebf777c-81bf-4fb8-b34f-77cf5e76b6e9,2020-10-05,2021-07-31,1.1643019582202008
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-aa759b6a-7276-4314-8d70-0a1609ca37f7,2020-10-05,2021-08-31,1.9348339385454545
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-6002f743-6f91-442b-87bc-e905d2bee469,2020-10-05,2021-07-31,0.6750676294314382
DERBY CITY COUNCIL,ocds-0c46vo-0001-bfa00be2-3cbd-4000-8e7f-432c67de79f5,2020-10-05,2025-07-31,0.5626812984545454
SUFFOLK SOURCING,ocds-0c46vo-0001-33b6f716-0db2-400f-96cb-96d7331ec7b5,2020-10-05,2021-07-31,0.672438283740602
SUFFOLK SOURCING,ocds-0c46vo-0001-fcec2fa6-c807-4b78-b9fa-a56f7602cfd4,2020-10-05,2021-07-30,0.6314277876124832
DERBY CITY COUNCIL,ocds-0c46vo-0001-25f5965f-cd2c-4c4c-8e4f-b4c1ea514931,2020-10-05,2025-07-31,1.0256449024022727
SUFFOLK SOURCING,ocds-0c46vo-0001-180ae5d7-f5fe-43cd-874a-bbc667589bf3,2020-10-05,2022-07-31,0.7947205380943374
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d3c70598-ae50-4c60-995c-b1dbb13e41ee,2020-10-05,2027-07-31,1.1327179079999998
SUFFOLK SOURCING,ocds-0c46vo-0001-aebe09e9-18df-4a02-bf9f-75234c88d809,2020-10-05,2025-07-31,0.7806872027057727
SUFFOLK SOURCING,ocds-0c46vo-0001-8e8062a6-45bf-41c7-b9bf-f2ff63f0a74c,2020-10-05,2021-07-31,1.3812610036755852
SUFFOLK SOURCING,ocds-0c46vo-0001-d365154e-5882-4153-9abb-e1d948447959,2020-10-05,2021-07-31,0.6198829870153846
SUFFOLK SOURCING,ocds-0c46vo-0001-1002e3ce-733f-4272-b31a-2faed91cced4,2020-10-05,2021-07-31,1.1966436792818729
SUFFOLK SOURCING,ocds-0c46vo-0001-c5833708-520c-4938-8370-9b5549fe3a63,2020-10-05,2025-07-31,1.5320653295420454
DERBY CITY COUNCIL,ocds-0c46vo-0001-5bda50cf-e5fa-4994-8042-82194073b130,2020-10-05,2025-07-31,0.6619779981818182
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-03190636-aaa3-4241-a044-c896a4276817,2020-10-05,2025-07-31,2.0273076194318183
HAMPSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-fb9667de-898d-489f-a1f2-b31f0e54248f,2020-10-05,2021-10-04,0.42115430769230766
DERBY CITY COUNCIL,ocds-0c46vo-0001-ba1d1eaf-fcee-4384-b30e-792fb07119c8,2020-10-05,2025-07-31,0.9102197475
SUFFOLK SOURCING,ocds-0c46vo-0001-8bfb5395-74b7-41c3-a99b-cbb50eb1f253,2020-10-05,2022-07-29,0.6038799291570996
SUFFOLK SOURCING,ocds-0c46vo-0001-f15ac4d9-881c-441a-9190-2cc6f92a5562,2020-10-05,2021-07-31,0.5659801185792642
SUFFOLK SOURCING,ocds-0c46vo-0001-0811dc9a-68cc-4d27-8413-2fb75406355a,2020-10-05,2021-07-30,0.45971187963221477
SUFFOLK SOURCING,ocds-0c46vo-0001-e010963b-ef86-4132-8ba0-e2ca1b755fcb,2020-10-05,2021-07-31,1.064581651613378
DERBY CITY COUNCIL,ocds-0c46vo-0001-3de5eb84-d720-4dbc-8e7d-cb5c2f41e98e,2020-10-05,2025-07-31,0.7998900811363636
SUFFOLK SOURCING,ocds-0c46vo-0001-5eaabbb4-160d-4618-b3f0-8f314da57536,2020-10-05,2021-07-31,1.211466968101806
SUFFOLK SOURCING,ocds-0c46vo-0001-3d1ba026-c533-43ab-8493-cfbf41b6e9ef,2020-10-06,2021-07-31,0.18929312690738256
SUFFOLK SOURCING,ocds-0c46vo-0001-bfd805cb-bae4-4835-b5ab-6059ac58412b,2020-10-06,2022-07-31,0.401979399800905
DERBY CITY COUNCIL,ocds-0c46vo-0001-360a81cd-85cc-4874-972c-1ef6bf4e1112,2020-10-07,2025-07-31,1.477338080887372
SUFFOLK SOURCING,ocds-0c46vo-0001-5f12400b-8f32-4bb4-a483-b47f95306e5d,2020-10-07,2024-07-31,1.2546439377648242
SUFFOLK SOURCING,ocds-0c46vo-0001-6a75f4dd-b88c-4fbd-a87c-6698682d92cd,2020-10-09,2021-07-31,0.4643869156962711
SUFFOLK SOURCING,ocds-0c46vo-0001-ece0933f-b540-481e-a726-2e4715b3f0d5,2020-10-09,2021-07-31,0.9902368055288135
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2ef70af2-5fe2-4b5b-93e1-4c828576d02a,2020-10-12,2021-07-31,2.7125029726027394
SUFFOLK SOURCING,ocds-0c46vo-0001-7e430471-e344-4afd-86eb-d9c591ef7dfc,2020-10-12,2023-07-31,1.5445449426501372
SUFFOLK SOURCING,ocds-0c46vo-0001-01f35934-4e9e-420b-9318-0f332c63bd76,2020-10-12,2022-07-31,0.7098882779589041
SUFFOLK SOURCING,ocds-0c46vo-0001-2de4da2c-cc41-4cac-b7a1-99c4848303ef,2020-10-12,2022-07-31,1.688858017467945
SUFFOLK SOURCING,ocds-0c46vo-0001-73800f75-6729-412c-a7e9-f92b61f38659,2020-10-12,2025-07-31,0.11216593467272105
SUFFOLK SOURCING,ocds-0c46vo-0001-41dd65a2-6945-4efd-8b5f-9ffb2acdbdf0,2020-10-12,2022-07-31,0.5206734039336987
SUFFOLK SOURCING,ocds-0c46vo-0001-a5f27abb-9695-40f1-8e83-15e01db7ba21,2020-10-12,2021-07-30,0.4901548979802063
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-8c314d29-568a-45e4-9deb-eec49d70705f,2020-10-12,2021-08-31,1.6288736116904026
SUFFOLK SOURCING,ocds-0c46vo-0001-98cc0f0a-91fe-43aa-9487-01b105627b53,2020-10-12,2024-07-31,0.21684739506146977
DERBY CITY COUNCIL,ocds-0c46vo-0001-d2af206d-d8cb-4c09-8643-01c977c112d2,2020-10-12,2025-07-31,0.38215729273245863
SUFFOLK SOURCING,ocds-0c46vo-0001-54c3d3a9-e2a9-4491-a1f5-013a49773c25,2020-10-12,2025-07-31,0.09975413042614946
SUFFOLK SOURCING,ocds-0c46vo-0001-ed6e9ee5-8659-4023-942b-3887f1a6aff0,2020-10-12,2025-07-31,0.15813558003039363
DERBY CITY COUNCIL,ocds-0c46vo-0001-a53c0b63-99da-48cd-9ba7-75f1712ed9d4,2020-10-12,2025-07-31,0.4873890110211067
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-34d72ca5-cbdb-4f4a-a5c0-8dbfe8431c7b,2020-10-14,2021-08-31,2.547043289719626
SUFFOLK SOURCING,ocds-0c46vo-0001-2edfbc9e-4fb2-4e56-bd70-89d991d32d15,2020-10-14,2022-07-29,0.3776255011251455
SUFFOLK SOURCING,ocds-0c46vo-0001-95a1ccc1-916a-487c-bc41-301dbea8f55a,2020-10-14,2021-07-30,1.3788642844388928
SUFFOLK SOURCING,ocds-0c46vo-0001-975ec040-78a6-42d3-a272-079a5299ae7e,2020-10-14,2021-07-30,0.9759403428788928
SUFFOLK SOURCING,ocds-0c46vo-0001-9ec1fb79-cc01-4c06-b535-0bf9dcda593d,2020-10-14,2023-07-31,2.1388569694404707
SUFFOLK SOURCING,ocds-0c46vo-0001-5fc073a0-90a4-4d1f-88d7-8a2c87d550ad,2020-10-14,2021-07-31,0.8197418121393103
DERBY CITY COUNCIL,ocds-0c46vo-0001-1efbeb38-3ba5-40fe-9293-ea95a46db6f2,2020-10-15,2025-07-31,0.4701205152
DERBY CITY COUNCIL,ocds-0c46vo-0001-6640dcad-4aad-4afc-87ed-6b62d2b42cc1,2020-10-15,2025-07-31,0.4715805168
SUFFOLK SOURCING,ocds-0c46vo-0001-63323885-aa9b-4e01-8344-fa4109eee088,2020-10-16,2022-07-31,0.5441803819663092
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d39b39f0-2e37-45c8-9c33-25b5372a7f31,2020-10-19,2024-07-31,2.2118757295464153
SUFFOLK SOURCING,ocds-0c46vo-0001-a280a42e-3532-4220-b1be-2599874618dc,2020-10-19,2025-07-31,1.1978783814705154
SUFFOLK SOURCING,ocds-0c46vo-0001-8261209b-6911-45b8-81fc-17bb83587b24,2020-10-19,2025-07-31,1.3026255942
DERBY CITY COUNCIL,ocds-0c46vo-0001-7fc30ea2-ce47-48ac-afee-e0f933292707,2020-10-19,2025-07-31,0.9036163969072164
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-7c4421f0-f80a-4e8d-bcb6-efe6cfea178d,2020-10-19,2021-07-31,2.268125292631579
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-eb4cb2cc-fb05-4ea6-bf69-ef0b24ad8bfc,2020-10-19,2023-08-31,1.7052078916634796
SUFFOLK SOURCING,ocds-0c46vo-0001-338cd23e-3e06-4b1e-b150-6e0f7f5f6c82,2020-10-19,2025-07-31,0.2954408564164948
SUFFOLK SOURCING,ocds-0c46vo-0001-27134471-3fd1-4e20-82a0-8e2dfcd20c9b,2020-10-20,2025-10-12,0.46771448396039605
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-342a6b37-d0e8-4f5f-a84b-16a433ed03bc,2020-10-20,2024-11-16,42926.79435483871
SUFFOLK SOURCING,ocds-0c46vo-0001-78ac0a0a-e167-427a-98aa-607a01280f63,2020-10-20,2025-05-03,0.12094605645652173
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-65282058-1685-4898-877c-2f715c4a20c9,2020-10-22,2025-07-31,1.5830756304578313
DERBY CITY COUNCIL,ocds-0c46vo-0001-418c9d1a-580e-417e-8ac9-a07ab44216e9,2020-10-23,2025-07-31,0.5001469315729047
WOLVERHAMPTON CITY COUNCIL,ocds-0c46vo-0001-5dd1e867-0ba2-4b9b-9ac4-5453f336fd0f,2020-11-01,2026-10-31,0.23958359589041095
HIGHWAYS ENGLAND,ocds-0c46vo-0001-3f181bd7-1c74-419e-ba65-f3c23137d338,2020-11-01,2022-10-31,20.473902181069956
WOLVERHAMPTON CITY COUNCIL,ocds-0c46vo-0001-bdbbd647-0b1d-49eb-a9af-4b83db14f920,2020-11-01,2026-10-31,0.8500009315068493
WOLVERHAMPTON CITY COUNCIL,ocds-0c46vo-0001-c801c101-4fc8-4b42-b563-5952733da87d,2020-11-01,2026-10-31,1.0218344531506849
SUPPLY HERTFORDSHIRE,ocds-0c46vo-0001-d827f341-0be0-42f5-9002-62f8449b4aa9,2020-11-01,2023-10-31,1.7647802703839122
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-23f38862-eafa-407b-915d-af662c68000a,2020-11-01,2025-11-01,1.3992348302300108
SOUTH TYNESIDE COUNCIL,ocds-0c46vo-0001-6698c6e7-439b-4ad7-b968-e579c091afca,2020-11-01,2024-10-31,7.000007671232877
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-0a3d4623-0b30-4569-b030-c6711b79cf8d,2020-11-02,2021-07-31,2.0741720147601477
SUFFOLK SOURCING,ocds-0c46vo-0001-ab1ee045-bce9-4269-aa5f-539bfb3bf645,2020-11-02,2025-07-31,0.7468847027407621
SUFFOLK SOURCING,ocds-0c46vo-0001-a436937b-f0d1-446e-9533-bc6c8a443f10,2020-11-02,2022-07-31,1.17546198
DERBY CITY COUNCIL,ocds-0c46vo-0001-14729f5c-2686-4767-a3d4-5c2956ee4925,2020-11-02,2025-07-31,1.1462108404157043
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-07577ef2-4c1d-4434-adbf-dcd0689d166c,2020-11-02,2024-07-31,1.5622487054677396
SUFFOLK SOURCING,ocds-0c46vo-0001-9025d008-a485-4364-81ce-8ce4b093e9f6,2020-11-02,2025-07-31,1.1994383935509008
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3e02ea43-2c42-40c1-8e3b-f52dec977e8e,2020-11-02,2023-07-31,2.8469418611916084
SUFFOLK SOURCING,ocds-0c46vo-0001-84163639-bc82-4be4-8972-efa9d8bfe6c6,2020-11-02,2023-07-31,0.7999264535538462
SUFFOLK SOURCING,ocds-0c46vo-0001-33ec185d-80b2-496e-bdd1-132632545be6,2020-11-02,2022-07-31,0.08512939911
DERBY CITY COUNCIL,ocds-0c46vo-0001-3a9b0f93-6b5e-418e-83be-47b912c33ccb,2020-11-02,2025-07-31,0.8544212596766744
SUFFOLK SOURCING,ocds-0c46vo-0001-01ec269b-9898-47fc-863e-a1afa5e6b2ed,2020-11-02,2022-07-29,0.8227391114100946
SUFFOLK SOURCING,ocds-0c46vo-0001-1335299f-e1e0-4761-afc7-5bb5720eb989,2020-11-02,2022-07-29,0.7905799279022082
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-46d5b4eb-ead5-4ff8-9ece-04c3564a2d57,2020-11-02,2021-08-31,1.9868107865960265
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b9fecefa-5673-4cf2-b64e-9ad161c64a10,2020-11-02,2022-07-31,4.8844261704
SUFFOLK SOURCING,ocds-0c46vo-0001-4c9827c2-c43d-4e40-9329-4867c55ed1cd,2020-11-02,2023-07-28,1.631950435731463
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-4c3f1744-d5f4-4010-84f1-514c769005ea,2020-11-02,2021-08-31,3.0236173863973512
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-029ecc51-0b49-4053-b9f1-257aa8a87bc0,2020-11-02,2024-07-31,1.5338390181524506
DERBY CITY COUNCIL,ocds-0c46vo-0001-2c632fe9-071f-4e8c-bc41-a1bc6ea413a9,2020-11-02,2025-07-31,0.5206629551154734
SUFFOLK SOURCING,ocds-0c46vo-0001-c3540b65-2253-4425-8041-00276b2b936e,2020-11-03,2021-07-30,0.28159740153635693
SUFFOLK SOURCING,ocds-0c46vo-0001-46f93d46-d4a4-45f0-a36b-f5af9e867ef2,2020-11-03,2021-07-31,1.5102905439999998
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d86711e8-e08b-4c8c-bf2f-69f9c64189f5,2020-11-04,2025-07-31,1.8239470855491329
NORTH EAST LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-6a538718-aaf2-40f3-b4d8-0ba9be7f95d1,2020-11-09,2021-07-31,0.798438375
SUFFOLK SOURCING,ocds-0c46vo-0001-c5179318-a0ac-4db6-9bdf-accbbc44f8b0,2020-11-09,2022-07-29,0.6774628636363637
SUFFOLK SOURCING,ocds-0c46vo-0001-762db70b-abe9-43ea-b8bd-71af2f2177e9,2020-11-09,2022-07-29,1.31397111062067
SUFFOLK SOURCING,ocds-0c46vo-0001-b4cbbd46-b758-498c-b2bc-3db75f1fc2b3,2020-11-09,2021-07-31,0.4068406447159091
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-8bb432a9-dc1e-460e-b866-d89b519dd157,2020-11-09,2023-08-31,0.5589598320702439
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-eb564927-913a-43a7-888a-973fc1ea6dd3,2020-11-09,2025-07-31,2.4604602905947823
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-74b5245a-f192-4de5-b3d7-73f58d447aad,2020-11-10,2022-11-10,4.277004687123288
DERBY CITY COUNCIL,ocds-0c46vo-0001-ee746fc8-ab22-4e19-9e62-47c376631679,2020-11-11,2025-07-31,0.7206798379570516
DERBY CITY COUNCIL,ocds-0c46vo-0001-39a20f1b-40a8-4c4d-9d08-b0fed00e49ee,2020-11-11,2025-07-31,0.4804532253047011
SUFFOLK SOURCING,ocds-0c46vo-0001-1aac8e05-450b-45ce-917e-8a360d25ee47,2020-11-12,2022-07-31,0.5568355143833865
SUFFOLK SOURCING,ocds-0c46vo-0001-51e67bac-f41a-488f-a878-c80f2df3ff30,2020-11-13,2022-07-31,0.81528504146208
DERBY CITY COUNCIL,ocds-0c46vo-0001-ae00f9cb-fed1-4593-ae19-7ac14f697252,2020-11-13,2021-07-31,1.031828053846154
SUFFOLK SOURCING,ocds-0c46vo-0001-389fdcf4-d304-4fc3-8d28-f10976a9e45f,2020-11-13,2025-03-01,0.12236004486424473
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-09bc0495-d3c4-45dc-9eae-81e87e547de1,2020-11-13,2023-11-13,105.8195604109589
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0afdace3-1a94-444b-8783-b70e5b8813f4,2020-11-14,2024-11-13,33200.74034266644
